[(132, 'Pan-Island Expressway'),
 (1, 'Woodlands Swimming Complex'),
 (1, 'Woodlands Street 83'),
 (1, 'Woodlands Street 82'),
 (1, 'Woodlands Street 81'),
 (1, 'Woodlands Street 41'),
 (1, 'Woodlands Street 31'),
 (1, 'Woodlands Street 12'),
 (1, 'Woodlands Stadium'),
 (1, 'Woodlands St 81'),
 (1, 'Woodlands Square'),
 (1, 'Woodlands Sports Hall'),
 (1, 'Woodlands South'),
 (1, 'Woodlands Sector 1'),
 (1, 'Woodlands Secondary School'),
 (1, 'Woodlands Ring Secondary School'),
 (1, 'Woodlands Ring Primary School'),
 (1, 'Woodlands Primary School'),
 (1, 'Woodlands Polyclinic'),
 (1, 'Woodlands Point'),
 (1, 'Woodlands Peak'),
 (1, 'Woodlands North Plaza'),
 (1, 'Woodlands North Link'),
 (1, 'Woodlands Meadow'),
 (1, 'Woodlands Mart'),
 (1, 'Woodlands Industrial Park E8/E9'),
 (1, 'Woodlands Industrial Park E7'),
 (1, 'Woodlands Industrial Park E6'),
 (1, 'Woodlands Industrial Park E3'),
 (1, 'Woodlands Industrial Park D Street 1'),
 (1, 'Woodlands Galaxy Community Club'),
 (1, 'Woodlands Evangelical Free Church'),
 (1, 'Woodlands East NPC'),
 (1, 'Woodlands Drive 72'),
 (1, 'Woodlands Drive 71'),
 (1, 'Woodlands Drive 70'),
 (1, 'Woodlands Drive 63'),
 (1, 'Woodlands Drive 62'),
 (1, 'Woodlands Drive 61'),
 (1, 'Woodlands Drive 60'),
 (1, 'Woodlands Drive 52'),
 (1, 'Woodlands Drive 50'),
 (1, 'Woodlands Drive 44'),
 (1, 'Woodlands Drive 43'),
 (1, 'Woodlands Drive 42'),
 (1, 'Woodlands Drive 40'),
 (1, 'Woodlands Drive 19'),
 (1, 'Woodlands Drive 16'),
 (1, 'Woodlands Dr 70'),
 (1, 'Woodlands Dr 65'),
 (1, 'Woodlands Dr 53'),
 (1, 'Woodlands Dr 16'),
 (1, 'Woodlands Dormitory'),
 (1, 'Woodlands Dew'),
 (1, 'Woodlands Depot (SMRT)'),
 (1, 'Woodlands Delivery Base'),
 (1, 'Woodlands Crescent Park'),
 (1, 'Woodlands Community Club'),
 (1, 'Woodlands Civic Centre'),
 (1, 'Woodlands Circle'),
 (1, 'Woodlands Cinema (Closed)'),
 (1, 'Woodlands Bizhub'),
 (1, 'Woodlands Ave 9'),
 (1, 'Woodlands Auto Hub'),
 (1, 'Woodlands Admiral Garden'),
 (1, 'Woodlands 11'),
 (1, 'Woodlands (St 13) Park Connector'),
 (1, 'Woodlands (SLE) Park Connector'),
 (1, 'Woodlands (Ave 5) Park Connector'),
 (1, 'Woodlands (Ave 3) Park Connector'),
 (1, 'Woodlands (Ave 12) Park Connector'),
 (1, 'Woodlands'),
 (1, 'Woodland View'),
 (1, 'Woodland Drive 75'),
 (1, 'Woodgrove Walk'),
 (1, 'Woodgrove View'),
 (1, 'Woodgrove Secondary School'),
 (1, 'Woodgrove Primary School'),
 (1, 'Woodgrove Drive'),
 (1, 'Woodgrove Condominium'),
 (1, 'Woodgrove Avenue'),
 (1, "Woodcutter's Trail"),
 (1, 'Woo Mon Chew Road'),
 (1, 'Wong Shee Fun Building'),
 (1, 'Wolskel Road'),
 (1, 'Wolskel Lodge'),
 (1, 'Wisma Tiong Hua'),
 (1, 'Wisma Tabung Haji Johor Bahru'),
 (1, 'Wisma Persekutuan'),
 (1, 'Wisma Ng'),
 (1, 'Wisma Naha'),
 (1, 'Wisma Kastam'),
 (1, 'Wisma Impian Emas'),
 (1, 'Wisma Hock Lee Hin'),
 (1, 'Wisma Cheong Yee Kee'),
 (1, 'Wisma Atria Office Tower'),
 (1, 'Wisma Atria'),
 (1, 'Wisma AIA'),
 (1, 'Wishing Well'),
 (1, 'Winstedt Road'),
 (1, 'Wings of Time (Musical)'),
 (1, 'Wings of Time'),
 (1, 'Wing Tai Enterprise'),
 (1, 'Wine Connection'),
 (1, 'Winchester Road'),
 (1, 'Wimborne Road'),
 (1, 'Wilton Gardens'),
 (1, 'Wilson Parking'),
 (1, 'Wilmonar Ave'),
 (1, 'Wilmer House'),
 (1, 'Willow Avenue'),
 (1, 'Wilkie Road'),
 (1, 'Wilkie Edge'),
 (1, 'Wildlife Learning Centre'),
 (1, 'Wild Wild Wet'),
 (1, 'Wild Animal Carousel'),
 (1, 'Wilby Central'),
 (1, 'Wide Chord Fan Blade Manufacturing'),
 (1, 'Whitley Secondary School'),
 (1, 'White Tiger'),
 (1, 'White Temple'),
 (1, 'White Tailed Gnu'),
 (1, 'White Sands Primary School'),
 (1, 'White Sands'),
 (1, 'White Rhinoceros'),
 (1, 'White House Road'),
 (1, 'Wheelock Place'),
 (1, 'Whampoa South'),
 (1, 'Whampoa North'),
 (1, 'Whampoa Drive Market and Hawker Centre'),
 (1, 'Whampoa Community Club'),
 (1, 'Wetland'),
 (1, 'Wet.Market'),
 (1, 'Wet Play'),
 (1, 'Wet Market'),
 (1, 'Westwood Terrace'),
 (1, 'Westwood Secondary School'),
 (1, 'Westwood Primary School'),
 (1, 'Westwood Park'),
 (1, 'Westwood Drive'),
 (1, 'Westwood Crescent'),
 (1, 'Westwood Apartments'),
 (1, 'Westville'),
 (1, 'Westmere'),
 (1, 'Westlite Industrial Dormitory'),
 (1, 'Westlite (Tuas Lodge 1)'),
 (1, 'Westlite (Toh Guan)'),
 (1, 'Westgate Tower'),
 (1, 'Westgate'),
 (1, 'Westerhout Road'),
 (1, 'West View Primary School'),
 (1, 'West Valley'),
 (1, 'West Terrace'),
 (1, 'West Terra'),
 (1, 'West Spring Secondary School'),
 (1, 'West Spring Primary School'),
 (1, 'West Point Hospital'),
 (1, 'West Perimeter Road'),
 (1, 'West Natuna Transportation System (WNTS)'),
 (1, 'West Mall'),
 (1, 'West Grove Primary School'),
 (1, 'West Crest'),
 (1, 'West Coast Walk'),
 (1, 'West Coast Recreation Centre'),
 (1, 'West Coast Plaza'),
 (1, 'West Coast Pier'),
 (1, 'West Coast Lane'),
 (1, 'West Coast Ferry Terminal'),
 (1, 'West Coast Drive'),
 (1, 'West Coast Dog Run'),
 (1, 'West Coast Court'),
 (1, 'West Coast Community Centre'),
 (1, 'West Coast Car Mart'),
 (1, 'West Coast Avenue'),
 (1, 'West Cargo Apron'),
 (1, 'Wellington Primary School'),
 (1, 'Wellington Circle'),
 (1, 'Wellingston Road'),
 (1, 'Welding Alloys (Far East) Sdn. Bhd.'),
 (1, 'Weld Road'),
 (1, 'Wei Hongs House'),
 (1, 'Wee Tiong Building'),
 (1, 'Wee Nam Road'),
 (1, 'Wee Kim Wee School of Communication and Information (WKWSCI)'),
 (1, 'Web of Life'),
 (1, 'Wearnes Automotive Pte Ltd'),
 (1, 'Wearnes Automotive'),
 (1, 'Wearnes'),
 (1, 'We One Auto Station'),
 (1, 'Wayco Manufacturing (M)  Sdn. Bhd.'),
 (1, 'Watten View'),
 (1, 'Watten Heights Playground'),
 (1, 'Watten Heights'),
 (1, 'Watten Close'),
 (1, 'Waterwoods (U/C)'),
 (1, 'Waterway Woodcress'),
 (1, 'Waterway View'),
 (1, 'Waterway Terraces II'),
 (1, 'Waterway Terraces I'),
 (1, 'Waterway Sunray'),
 (1, 'Waterway Sundew'),
 (1, 'Waterway Sunbeam'),
 (1, 'Waterway Ridges'),
 (1, 'Waterway Cascadia'),
 (1, 'Waterway Brooks'),
 (1, 'Waterway Banks'),
 (1, 'Waterview @ Tampines'),
 (1, 'Waterloo View'),
 (1, 'Waterloo Centre'),
 (1, 'Waterfront Waves'),
 (1, 'Waterfront Key'),
 (1, 'Waterfront Isle'),
 (1, 'Waterfront Gold'),
 (1, 'Waterford Residence'),
 (1, 'Waterbay'),
 (1, 'WaterWorld'),
 (1, 'WaterTown Mall / Residential'),
 (1, 'WaterColours'),
 (1, 'Water Theme Park'),
 (1, 'Water Tank'),
 (1, 'Water Storage Tank Bandar Putra'),
 (1, 'Water Sports Centre'),
 (1, 'Water Lily Pond'),
 (1, 'Water Front City Sea Port'),
 (1, 'Wat Santi Forest Monastery'),
 (1, 'Wastewater Plant Bandar Putra'),
 (1, 'Waste Collection Center'),
 (1, 'Waseda Shibuya Senior High School'),
 (1, 'Warwick Road'),
 (1, 'Warthog'),
 (1, 'Warren Golf & Country Club'),
 (1, 'Waringin Walk'),
 (1, 'Wareham Rd'),
 (1, 'Wanderlust Hotel'),
 (1, 'Wan Tho Avenue'),
 (1, 'Wan Lee Road'),
 (1, 'Walton Road'),
 (1, 'Walmer Drive'),
 (1, 'Wallich Street'),
 (1, 'Wallace Trail'),
 (1, 'Wallace Information Centre'),
 (1, 'Walkway along the Malls'),
 (1, 'Walking track'),
 (1, 'Walk of Fame'),
 (1, 'Walea Spa & Retreat'),
 (1, 'Wak Hassan Place'),
 (1, 'Waha'),
 (1, 'Waduk Sungai Ladi'),
 (1, 'Waduk Nongsa'),
 (1, 'Waduk Baloi'),
 (1, 'WF Hotel'),
 (1, 'WDA CET Campus East'),
 (1, 'WCEGA Tower'),
 (1, 'WC'),
 (1, 'WA3, Kolej 13, KDSE'),
 (1, 'WA2, Kolej 13, KDSE'),
 (1, 'WA1, Kolej 13, KDSE'),
 (1, 'W6'),
 (1, 'W5A'),
 (1, 'W3, Kolej 12, KDSE'),
 (1, 'W2, Kolej 12, KDSE'),
 (1, 'W16'),
 (1, 'W15'),
 (1, 'W14'),
 (1, 'W13'),
 (1, 'W12'),
 (1, 'W11'),
 (1, 'W10'),
 (1, 'W Residences'),
 (1, 'Vue8 Residence'),
 (1, 'Volleyball Courts'),
 (1, 'Volleyball B'),
 (1, 'Volleyball A'),
 (1, 'Volleyball '),
 (1, 'Volkswagen Centre'),
 (1, 'Viz Branz Hse'),
 (1, 'VivoCity'),
 (1, 'Vista U.Turn'),
 (1, 'Vista Spring @ Yishun'),
 (1, 'Vista Seri Alam'),
 (1, 'Vista Residences'),
 (1, 'Vista Point'),
 (1, 'Vista Park'),
 (1, 'Vista Exchange'),
 (1, "Visitors' Lodge"),
 (1, 'Vision Exchange'),
 (1, 'Vip Pemprov. Ferry Term.'),
 (1, 'Villas Laguna'),
 (1, 'Village Tower'),
 (1, 'Villa Halia'),
 (1, 'Villa Bukit Indah'),
 (1, 'Villa Azizul'),
 (1, 'Viking'),
 (1, 'Vihara'),
 (1, 'Vigilante Drive'),
 (1, 'Viewing Jetty'),
 (1, 'Victory Family Centre (Sembawang)'),
 (1, 'Victory Bldg 111'),
 (1, 'Victoria Secondary School'),
 (1, 'Victoria Park Road'),
 (1, 'Victoria Lane'),
 (1, 'Victoria Junior College'),
 (1, 'Victoria Hotel'),
 (1, 'Vibes@Kovan (U/C)'),
 (1, 'Vetro'),
 (1, 'Vertis'),
 (1, 'Vernon Park'),
 (1, 'Verdun Road'),
 (1, 'Verde Walk'),
 (1, 'Verde Grove'),
 (1, 'Verde Avenue'),
 (1, 'Veranda'),
 (1, 'Venue Hotel'),
 (1, 'Venezio'),
 (1, 'Velocity @ Novena Square'),
 (1, 'Veerasamy Road'),
 (1, 'Vaughan Road'),
 (1, 'Varsity Park Entrance / Exit Road'),
 (1, 'Varsity Park Condo Swimming Pool ( Private)'),
 (1, 'Vantage Automotive Centre'),
 (1, 'Vanda Link'),
 (1, 'Vanda Drive'),
 (1, 'Vanda Crescent'),
 (1, 'Vanda Ave'),
 (1, 'Van Kleef Aquatic Science Centre'),
 (1, 'Value Thomson'),
 (1, 'Valley Road'),
 (1, 'Valley Point Shopping Centre'),
 (1, 'Valley Park'),
 (1, 'Valley Mansion'),
 (1, 'Valley House'),
 (1, 'Vacanza @ East'),
 (1, 'Vacant Lot'),
 (1, 'VOLLEYBALL COURT II - KTC'),
 (1, 'VOLLEYBALL COURT - KTC'),
 (1, 'VIP Parking'),
 (1, 'VIP Nail Boutique'),
 (1, 'VICOM Kaki Bukit Inspection Ctr'),
 (1, 'VF Century Car Care Centre'),
 (1, 'VERSA'),
 (1, 'V1'),
 (1, 'V on Shenton (U/C)'),
 (1, 'V Hotel Pool'),
 (1, 'V Hotel'),
 (1, 'Urbana'),
 (1, 'Upper Wilkie Rd'),
 (1, 'Upper Weld Road'),
 (1, 'Upper Thomson'),
 (1, 'Upper Serangoon Shopping Centre'),
 (1, 'Upper Serangoon Post Office'),
 (1, 'Upper Selatar Pumping Station'),
 (1, 'Upper Ring Road'),
 (1, 'Upper Pickering Street'),
 (1, 'Upper Palm Valley Road'),
 (1, 'Upper Neram Road'),
 (1, 'Upper Hokien Street'),
 (1, 'Upper East Coast Terminal'),
 (1, 'Upper East Coast Rd'),
 (1, 'Upper Dickson Road'),
 (1, 'Upper Circular Road'),
 (1, 'Upper Bedok Road'),
 (1, 'Upper Aljunied Link'),
 (1, 'Upp Toh Tuck Terrace'),
 (1, 'Upavon Road'),
 (1, 'Up enbamkment'),
 (1, 'Unused shortcut'),
 (1, 'Unknown pipe'),
 (1, 'Unknown farms'),
 (1, 'Unknown Industrial Area'),
 (1, 'University of Southampton'),
 (1, 'University Walk'),
 (1, 'University Town'),
 (1, 'University Scholars Programme (USP) Office'),
 (1, 'University Road'),
 (1, 'University Health Centre'),
 (1, 'University Hall (Tan Chin Tuan Wing)'),
 (1, 'University Hall (Lee Kong Chian Wing)'),
 (1, 'University Cultural Centre'),
 (1, 'Universiti Teknologi Malaysia - Research Management Centre (RMC)'),
 (1, 'Universiti Teknologi Malaysia'),
 (1, 'Universiti Teknologi MARA Kampus Pasir Gudang'),
 (1, 'Universal Studios Singapore'),
 (1, 'Universal Studios Globe'),
 (1, 'Universal Cable'),
 (1, 'Unity Tower Two'),
 (1, 'Unity Tower One'),
 (1, 'Unity Street'),
 (1, 'Unity Secondary School'),
 (1, 'Unity Primary School'),
 (1, 'United World College of South East Asia (Dover)'),
 (1, 'United World College (Tampines)'),
 (1, 'United Square'),
 (1, 'United Overseas Bank'),
 (1, 'Unit Awam, Pejabat Harta Bina'),
 (1, 'Uniraw Dairies & Food Sdn. Bhd.'),
 (1, 'Unique International Agencies'),
 (1, 'Union Farm Eating house'),
 (1, 'Union Building'),
 (1, 'Underwater World'),
 (1, 'Understorey'),
 (1, 'Underpass to Marine Parade Road'),
 (1, 'Underpass to Amber Garden'),
 (1, 'Underpass'),
 (1, 'Underground Path from Tanjong Pagar MRT'),
 (1, 'Under Construction'),
 (1, 'Ulu Sembawang Park Connector'),
 (1, 'Ulu Pandan Water Reclamation Plant'),
 (1, 'Ulu Pandan Community Club'),
 (1, 'Ulu Choh Dirt Park - Entrance Road'),
 (1, 'Ulu Choh Dirt Park - Car Park'),
 (1, 'Ujana Residential'),
 (1, 'Ubin Quary'),
 (1, 'Ubin Management Office'),
 (1, 'Ubi View'),
 (1, 'Ubi Techpark'),
 (1, 'Ubi Road 4'),
 (1, 'Ubi Road 3'),
 (1, 'Ubi Road 2'),
 (1, 'Ubi Link'),
 (1, 'Ubi Crescent'),
 (1, 'Ubi Close'),
 (1, 'Ubi Centre 57'),
 (1, 'Ubi Car Mall'),
 (1, 'Ubi Biz-Hub 150'),
 (1, 'Ubi Avenue 4'),
 (1, 'Ubi Avenue 3'),
 (1, 'Ubi 55'),
 (1, 'UTown Residence South Tower'),
 (1, 'UTown Residence North Tower'),
 (1, 'URA Centre (East Wing)'),
 (1, 'UPS House'),
 (1, 'UOB Warehouse 3'),
 (1, 'UOB Tower Annexe'),
 (1, 'UOB Tampines Centre'),
 (1, 'UOB Plaza Tower 2'),
 (1, 'UOB Plaza Tower 1'),
 (1, 'UOB Plaza'),
 (1, 'UOB Alexandra Building'),
 (1, 'UMS (JB) Sdn. Bhd.'),
 (1, 'UMNO Cawangan Mustika'),
 (1, 'UMCI'),
 (1, 'UE Square Shopping Mall'),
 (1, 'UE Print Media Hub'),
 (1, 'UE BizHub Central'),
 (1, 'UCDP EnduroX & MX'),
 (1, 'UB Point'),
 (1, 'UB Motors Sdn. Bhd.'),
 (1, 'UA Billiard Bldg'),
 (1, 'U7 Kolej Perdana'),
 (1, 'U6 Kolej Perdana'),
 (1, 'U5 Kolej Perdana'),
 (1, 'U.Turn Telkom'),
 (1, 'U.Turn Mekar Sari2'),
 (1, 'U.Turn Koramil'),
 (1, 'U.Turn 89'),
 (1, 'U.Turn 1Wy'),
 (1, 'U. Turn'),
 (1, 'U-Mall'),
 (1, 'U-Bend'),
 (1, 'U Turn Bcs Mall'),
 (1, 'U Mobile'),
 (1, 'Tyrwhitt Road'),
 (1, 'Tyersall Road'),
 (1, 'Tyersall Avenue'),
 (1, 'Twin Waterfalls (U/C)'),
 (1, 'Twin Regency'),
 (1, 'Twenty Anson'),
 (1, 'Turut Track'),
 (1, 'Turtle Museum'),
 (1, 'Turn'),
 (1, 'Turi Beach'),
 (1, 'Turf Palette'),
 (1, 'Tung Centre'),
 (1, 'Tung Ann Association Building'),
 (1, 'Tune Hotel'),
 (1, 'Tudor Close'),
 (1, 'Tuas West Street'),
 (1, 'Tuas West Station'),
 (1, 'Tuas West Avenue'),
 (1, 'Tuas View Square'),
 (1, 'Tuas View Link'),
 (1, 'Tuas View Fire Station'),
 (1, 'Tuas Street'),
 (1, 'Tuas Station'),
 (1, 'Tuas South Street 3'),
 (1, 'Tuas South Street 2'),
 (1, 'Tuas South Street 1'),
 (1, 'Tuas Naval Base'),
 (1, 'Tuas Loop'),
 (1, 'Tuas Link Station'),
 (1, 'Tuas Link 3'),
 (1, 'Tuas Link 1'),
 (1, 'Tuas Fire Station'),
 (1, 'Tuas Drive 2'),
 (1, 'Tuas Drive 1'),
 (1, 'Tuas Depot'),
 (1, 'Tuas Crescent Station'),
 (1, 'Tuas Cove Industrial Centre'),
 (1, 'Tuas Checkpoint'),
 (1, 'Tuas CPP5 - Gas Power Plant'),
 (1, 'Tuas Bay Link'),
 (1, 'Tuas Bay Drive'),
 (1, 'Tuas Avenue 9'),
 (1, 'Tuas Avenue 8'),
 (1, 'Tuas Avenue 6'),
 (1, 'Tuas Avenue 18A'),
 (1, 'Tuas Avenue 16'),
 (1, 'Tuas Avenue 14'),
 (1, 'Tuas Avenue 13'),
 (1, 'Tuas Avenue 11'),
 (1, 'Tuas Avenue 10'),
 (1, 'Tuas Avenue 1'),
 (1, 'Tuas Ave 12'),
 (1, 'Tuas Ave 1'),
 (1, 'Tuah Road'),
 (1, 'Tua Pek Kong Temple'),
 (1, 'Tu Fu Avenue'),
 (1, 'Tse Tho Aum Temple'),
 (1, 'Truro Road'),
 (1, 'Trumi'),
 (1, 'True Way Presby Church'),
 (1, 'Truck/Bus Repair shops'),
 (1, 'Tropical Spring'),
 (1, 'Tropical Marine Institute'),
 (1, 'Tropical Crops Plantation'),
 (1, 'Trivex'),
 (1, 'Tristar Inn'),
 (1, 'TripleOne Somerset'),
 (1, 'Tripizza'),
 (1, 'Trinity Theological College'),
 (1, 'Trinity Methodist Church'),
 (1, 'Trinity @ Paya Lebar'),
 (1, 'Trilogy Aero Sdn. Bhd.'),
 (1, 'Trilive @ Kovan'),
 (1, 'Trilight'),
 (1, 'Trick Eye Museum'),
 (1, 'Tribun Lapangan Sei.Harapan'),
 (1, 'Tribun'),
 (1, 'Tribeca'),
 (1, 'Tresalveo'),
 (1, 'Trent Overhaul Facility'),
 (1, 'Trent Engine Assembly'),
 (1, 'Trengganu Street'),
 (1, 'Trendale Tower'),
 (1, 'Treetrail @ Woodlands'),
 (1, 'Treetops Executive Residences'),
 (1, 'Treetop Trail'),
 (1, 'Treelodge @ Punggol'),
 (1, 'Treegrove @ Woodlands'),
 (1, 'TreVista'),
 (1, 'Tras Street'),
 (1, 'Tras Link'),
 (1, 'Transmark FCX'),
 (1, 'Trans Eurokars'),
 (1, 'Tram Safari Route'),
 (1, 'Traffic Police Headquarter'),
 (1, 'Traders Market Car Park'),
 (1, 'Tradehub 21'),
 (1, 'Track to Gng Pelepah Waterfall'),
 (1, 'Tpa Tg.Punggur'),
 (1, 'Toyota Repair and Service Kulai'),
 (1, 'Toyota Borneo Motors'),
 (1, 'Toyochem Speciality Chemical Sdn. Bhd.'),
 (1, 'Toyo Pennic'),
 (1, 'Townsville Primary School'),
 (1, 'Townshend Road'),
 (1, 'Townhouse Apartments'),
 (1, 'Town Hall Link'),
 (1, 'Town Green'),
 (1, 'Tower C'),
 (1, 'Tower B'),
 (1, 'Tower A'),
 (1, 'Tourism Court'),
 (1, 'Touch Community Theatre'),
 (1, 'Tosca Terrace'),
 (1, 'Tosca Street'),
 (1, 'Tos 3000 Vegetable Market'),
 (1, 'Toronto Rd'),
 (1, 'Top Wines'),
 (1, 'Top 100 Bengkong'),
 (1, 'Tong Yuan Bldg'),
 (1, 'Tong Xian Tng Temple'),
 (1, 'Tong Watt Road'),
 (1, 'Tong Soon Road'),
 (1, 'Tong Soon Ave'),
 (1, 'Tong Lee Road'),
 (1, 'Tong Guan Plant'),
 (1, 'Tong Gardens'),
 (1, 'Tong Eng Building'),
 (1, 'Tong Bldg'),
 (1, 'Tommy Hilfiger'),
 (1, 'Tomlison Road'),
 (1, 'Tomlinson Road'),
 (1, 'Tokio Marine Centre'),
 (1, 'Toh Tuck Walk'),
 (1, 'Toh Tuck Terrace'),
 (1, 'Toh Tuck Rise'),
 (1, 'Toh Tuck Industrial Estate'),
 (1, 'Toh Tuck Crescent'),
 (1, 'Toh Street'),
 (1, 'Toh Heights'),
 (1, 'Toh Guan Rd East'),
 (1, 'Toh Guan Dormitory'),
 (1, 'Toh Guan Centre'),
 (1, 'Toh Avenue'),
 (1, "Today's Market"),
 (1, 'Toast Box'),
 (1, 'Toa Payoh West Community Club'),
 (1, 'Toa Payoh Vista Market'),
 (1, 'Toa Payoh Swimming Complex'),
 (1, 'Toa Payoh Stadium'),
 (1, 'Toa Payoh South Community Club'),
 (1, 'Toa Payoh Sensory Park'),
 (1, 'Toa Payoh Public Library'),
 (1, 'Toa Payoh Polyclinic (NHG)'),
 (1, 'Toa Payoh Park'),
 (1, 'Toa Payoh Methodist Church'),
 (1, 'Toa Payoh Market and Hawker Centre'),
 (1, 'Toa Payoh Mall'),
 (1, 'Toa Payoh Lorong 8 Market'),
 (1, 'Toa Payoh Lor 7 Park'),
 (1, 'Toa Payoh Lor 1 Park'),
 (1, 'Toa Payoh Jungle'),
 (1, 'Toa Payoh Indoor Stadium'),
 (1, 'Toa Payoh Green'),
 (1, 'Toa Payoh Food Centre 2'),
 (1, 'Toa Payoh East Community Club'),
 (1, 'Toa Payoh Central Community Club'),
 (1, 'To.Tree.Top.Walk'),
 (1, 'To Johor Lama'),
 (1, 'Tivela'),
 (1, 'Titah Jalan Rajawali'),
 (1, 'Tip Top'),
 (1, 'Tiong Poh Road'),
 (1, 'Tiong Huat Auto Windscreen & Exhaust Trading'),
 (1, 'Tiong Ghee Temple'),
 (1, 'Tiong Bahru Plaza'),
 (1, 'Tiong Bahru Park'),
 (1, 'Tiong Bahru Orchid'),
 (1, 'Tiong Bahru Estate'),
 (1, 'Tiong Bahru Community Centre'),
 (1, 'Times Travel'),
 (1, 'Times Centre'),
 (1, 'Time Park'),
 (1, 'Time Dot Hair Club'),
 (1, 'Tiger Sky Tower'),
 (1, 'Tiger'),
 (1, 'Tiffany and Co'),
 (1, 'Tides@217 East Coast'),
 (1, 'Tiban Regency'),
 (1, 'Tiban Kampung 3'),
 (1, 'Tiban Kampung 2'),
 (1, 'Tiban Kampung 1'),
 (1, 'Tiban Kampung'),
 (1, 'Tiban Centre U Turn'),
 (1, 'Tiban 3 U Turn'),
 (1, 'Tian Wang Dian'),
 (1, 'Tian Jin Hotel'),
 (1, 'Thyme Spa'),
 (1, 'Thye Hong Centre'),
 (1, 'Thrift Drive'),
 (1, 'Thong Teck Home for Senior Citizens'),
 (1, 'Thong Teck Building'),
 (1, 'Thong Huat Brothers'),
 (1, 'Thong Chai Building'),
 (1, 'Thomson-East Coast Line (TEL)'),
 (1, 'Thomson View Condominium'),
 (1, 'Thomson View'),
 (1, 'Thomson Plaza'),
 (1, 'Thomson Medical Centre'),
 (1, 'Thomson Lane'),
 (1, 'Thomson Hills Drive'),
 (1, 'Thomson Hill'),
 (1, 'Thomson Green'),
 (1, 'Thomson Community Club'),
 (1, 'Thistle Johor Bahru'),
 (1, 'This building has recently been demolished'),
 (1, 'This building has been demolished'),
 (1, 'Third Street'),
 (1, 'Third Lok Yang Road'),
 (1, 'Third Hospital Avenue'),
 (1, 'Third Avenue'),
 (1, 'Thian Hock Keng Temple'),
 (1, 'Thiam Siew Avenue'),
 (1, 'Thermal'),
 (1, 'Theatres'),
 (1, 'The Zon Duty Free'),
 (1, 'The Yardley'),
 (1, 'The World Red Swastika Society'),
 (1, 'The Woodgrove'),
 (1, 'The Windermere'),
 (1, 'The Wave House Sentosa'),
 (1, 'The Waterside'),
 (1, 'The Waterline'),
 (1, 'The Warren'),
 (1, 'The Wadihana Condominium'),
 (1, 'The Village'),
 (1, 'The Vicar Church of Immaculate Conception'),
 (1, 'The Verv'),
 (1, 'The Verge'),
 (1, 'The Verandah @Matilda (U/C)'),
 (1, 'The Verandah'),
 (1, 'The Tube'),
 (1, 'The Trumps'),
 (1, 'The Tropica'),
 (1, 'The Tropic Garden'),
 (1, 'The Trillium'),
 (1, 'The Treasury'),
 (1, 'The Tomlinson'),
 (1, 'The Toast'),
 (1, 'The Tiara'),
 (1, 'The Thomson Duplex'),
 (1, 'The Tessarina'),
 (1, 'The Terrace'),
 (1, 'The Tennery'),
 (1, 'The Tembusu'),
 (1, 'The Tate Residences'),
 (1, 'The Tanamera'),
 (1, 'The Tampines Trilliant'),
 (1, 'The Synergy'),
 (1, 'The Swan Lake Gazebo'),
 (1, 'The Sunshine'),
 (1, 'The Sunnydale'),
 (1, 'The Sundial'),
 (1, 'The Summit'),
 (1, 'The Sultan Hotel'),
 (1, 'The Suites at Central'),
 (1, 'The Substation'),
 (1, 'The Strategy'),
 (1, 'The Straits Wine Company'),
 (1, 'The Sterling'),
 (1, 'The Stellar'),
 (1, 'The Star Vista'),
 (1, 'The Springbloom'),
 (1, 'The Spazio'),
 (1, 'The Skywoods'),
 (1, 'The Sky Apartment by Setia'),
 (1, 'The Singapore Freeport'),
 (1, 'The Signature'),
 (1, 'The Shore'),
 (1, 'The Shipyard'),
 (1, 'The Shangri-la Apartments'),
 (1, 'The Serangoon'),
 (1, 'The Sensoria'),
 (1, 'The Seawind'),
 (1, 'The Seaview'),
 (1, 'The Sculptura Ardmore'),
 (1, 'The Scala'),
 (1, 'The Santorini'),
 (1, 'The Sanctuary'),
 (1, 'The Salvation Army Nursing Home'),
 (1, 'The Sail @ Marina Bay'),
 (1, 'The Royal Runway'),
 (1, 'The Rochester'),
 (1, 'The Rivervale'),
 (1, 'The Riverside Piazza'),
 (1, 'The Ritz-Carlton Residences'),
 (1, 'The Regalia'),
 (1, 'The Quintet'),
 (1, 'The Quartz'),
 (1, 'The Promontory@Marina Bay'),
 (1, 'The Premiere @ Tampines'),
 (1, 'The Platino Serviced Apartments + Commerical Space'),
 (1, 'The Pines'),
 (1, 'The Pier at Robertson'),
 (1, 'The Pet Hotel'),
 (1, 'The Periwinkle'),
 (1, "The People's Bible Church"),
 (1, 'The Peak @ Toa Payoh'),
 (1, 'The Patina, Stamford House'),
 (1, 'The Patina, Capitol Building'),
 (1, 'The Paterson'),
 (1, 'The Pasteur'),
 (1, 'The Pascal'),
 (1, 'The Pasar 724 Corner'),
 (1, 'The Palladium'),
 (1, 'The Orange Grove'),
 (1, 'The Octogon'),
 (1, 'The Oceanfront @ Sentosa Cove'),
 (1, 'The Nexus'),
 (1, 'The Nautilus'),
 (1, 'The Nautical'),
 (1, 'The Morningside'),
 (1, 'The Montana'),
 (1, 'The Mint Residences'),
 (1, 'The Metz'),
 (1, 'The Metropolitian Condo'),
 (1, 'The Metropolis'),
